English,Hindi
Pregnant and breastfeeding mothers should consult their doctor before using it,गर्भवती और स्तनपान करने वाली माताओं को इसका करने से पहले अपने डॉक्टर से परामर्श करना चाहिए
" Avoid consuming alcohol while taking this medicine as it may cause unpleasant side effects like nausea, vomiting, sweating, anxiety, and palpitations"," इस दवा को लेते समय शराब का सेवन करने से बचें क्योंकि इससे मतली, उल्टी, पसीना, एंग्जायटी और घबराहट जैसे साइड इफेक्ट हो सकते हैं"
$name is a combination of two medicines,$name दो दवाओं से मिलकर बना है
" It is used to reduce pain and inflammation in conditions like rheumatoid arthritis, ankylosing spondylitis, and osteoarthritis"," इसका इस्तेमाल रूमेटॉइड आर्थराइटिस, एंकीलोजिंग स्पोंडिलाइटिस और ऑस्टियोआर्थराइटिस जैसी स्थितियों में दर्द और सूजन को कम करने के लिए किया जाता है"
" It is also used to relieve muscle pain, back pain, toothache, or pain in the ear and throat"," इसका इस्तेमाल मांसपेशियों के दर्द, पीठ दर्द, दांत के दर्द या कान और गले के दर्द से राहत पाने के लिए भी किया जाता है"
$name can be taken with or without food,$name भोजन के साथ या भोजन के बिना लिया जा सकता है
The dose will depend on what you are taking it for and how well it helps your symptoms,डोज़ इस बात पर निर्भर करेगी कि आप इसे किस लिए ले रहे हैं और यह आपके लक्षणों में कितनी बेहतर तरह से मदद कर रही है
You should take it as advised by your doctor,आपको डॉक्टर द्वारा दी गई सलाह के अनुसार इसे लेना चाहिए
Do not take more or use it for a longer duration than recommended by the doctor,डॉक्टर द्वारा बताए गए डोज़ से अधिक मात्रा में या अधिक समय के लिए इसका इस्तेमाल न करें
"The most common side effects of this medicine include nausea, vomiting, heartburn, stomach pain, indigestion, diarrhea, and loss of appetite","इस दवा के सबसे आम साइड इफेक्ट में मिचली आना , उल्टी, सीने में जलन , पेट में दर्द , अपच , डायरिया (दस्त), और भूख में कमी शामिल हैं"
" If any of these side effects bother you or get worse, you should speak to your doctor"," अगर इनमें से कोई भी साइड इफेक्ट आपको परेशान कर रहे हैं या स्थिति अधिक खराब हो रही है, तो आपको डॉक्टर से बात करनी चाहिए"
Your doctor may be able to suggest ways of preventing or reducing the side effects,आपका डॉक्टर साइड इफेक्ट की रोकथाम या इन्हें कम करने के तरीके बता सकता है
"Before taking it, you should let your doctor know if you have a history of ulcer or bleeding in your stomach, high blood pressure, or have any trouble with your heart, kidneys, or liver","इसे लेने से पहले, अगर आपको पहले कभी पेट में अल्सर या ब्लीडिंग, हाई ब्लड प्रेशर या हार्ट, किडनी या लिवर से संबंधित कोई समस्या रह चुकी हो तो आपको अपने डॉक्टर को इसके बारे में बताना चाहिए"
" Let your doctor also know about all the other medicines you are taking because they may affect, or be affected by, this medicine",अपने डॉक्टर को आपके द्वारा ली जाने वाली अन्य सभी दवाओं के बारे में भी बता दें क्योंकि वे इस दवा को प्रभावित या इससे प्रभावित हो सकती हैं
Pregnant or breastfeeding women should consult their doctor before starting treatment,गर्भवती या स्तनपान कराने वाली महिलाओं को इलाज शुरू करने से पहले डॉक्टर से परामर्श करना चाहिए
" You should also avoid drinking alcohol while you are taking this medicine, as alcohol can cause excessive drowsiness"," इस दवा का सेवन करते समय आपको शराब पीने से परहेज करना चाहिए, क्योंकि शराब से अत्यधिक झपकी आ सकती है"
"$name is a prescription medicine used to treat gastroesophageal reflux disease (Acid reflux) and peptic ulcer disease by relieving the symptoms of acidity such as indigestion, heartburn, stomach pain, or irritation","$name एक डॉक्टर के पर्चे की दवा है जिसे गैस्ट्रोइसोफेगल रिफ्लक्स डिजीज (एसिड रिफ्लक्स) और पेप्टिक अल्सर डिजीज का इलाज करने के लिए इस्तेमाल किया जाता है, यह एसिडिटी के लक्षणों जैसे कि अपच, छाती में जलन, पेट में दर्द और जलन से राहत देकर काम करती है"
$name also neutralizes the acid in the stomach and promotes easy passage of gas to reduce stomach discomfort,$name भी पेट में एसिड को बेअसर करता है और पेट की परेशानी को कम करने के लिए गैस बाहर निकलने में मदद करता है
It is taken without food in a dose and duration as advised by the doctor,इसे डॉक्टर द्वारा बताए गए डोज़ और समय तक खाने के बिना लिया जाता है
The dose you are given will depend on your condition and how you respond to the medicine,डोज़ आपकी कंडीशन और दवा के प्रति आपके रिसपॉन्स पर निर्भर करेगी
You should keep taking $name for as long as your doctor recommends,You should keep taking Dupanta-DSR Capsule for as long as your doctor recommends
If you stop treatment too early your symptoms may come back and your condition may worsen,अगर आप इलाज को जल्दी रोकते हैं तो आपके लक्षण वापस आ सकते हैं और आपकी स्थिति और भी खराब हो सकती है
" Let your healthcare team know about all other medications you are taking as some may affect, or be affected by this medicine",अपनी हेल्थकेयर टीम को अन्य सभी दवाओं के बारे में बताएं जो आप ले रहे हैं क्योंकि वह दवाएं इस दवा को प्रभावित या इससे प्रभावित हो सकती हैं
"The most common side effects of Dupanta-DSR Capsule are diarrhea, stomach pain, flatulence, dryness in the mouth, and headache","The most common side effects of Dupanta-DSR Capsule are diarrhea, stomach pain, flatulence, dryness in the mouth, and headache"
Most of these are temporary and usually resolve with time,इनमें से अधिकांश अस्थायी होते हैं और आमतौर पर समय के साथ सही हो जाते हैं
Contact your doctor straight away if you are at all concerned about any of these side effects,अगर आप इनमें से किसी भी साइड इफेक्ट को लेकर चिंतित हैं तो अपने डॉक्टर से बात करें
" This medicine may cause dizziness and sleepiness, so do not drive or do anything that requires mental focus until you know how this medicine affects you",इस दवा से आपको चक्कर या नींद आ सकती है
Avoid drinking alcohol while taking Dupanta-DSR Capsule as it can worsen your sleepiness," इसलिए, जब तक आप यह न जान लें कि यह दवा आपको कैसे प्रभावित करती है, तब तक ड्राइव या ऐसा कोई काम न करें जिसमें मानसिक फोकस की आवश्यकता होती है"
" Lifestyle modifications like having cold milk and avoiding hot tea, coffee, spicy food, or chocolate can help you to get better results",Avoid drinking alcohol while taking Dupanta-DSR Capsule as it can worsen your sleepiness
Before you start taking this medicine it is important to inform your doctor if you are suffering from kidney or liver disease," जीवनशैली में बदलाव जैसे ठंडा दूध पीना और गर्म चाय, कॉफी, मसालेदार भोजन या चॉकलेट से परहेज करना आपको बेहतर परिणाम प्राप्त करने में मदद कर सकता है"
" You should also tell your doctor if you are pregnant, planning pregnancy, or breastfeeding","अगर आप किडनी या लिवर की बीमारी से पीड़ित हैं, तो इस दवा का सेवन शुरू करने से पहले डॉक्टर को सूचित करना महत्वपूर्ण है"
Vicoflam SP 50mg/325mg/15mg Tablet is a pain-relieving medicine,विकोफ्लेम एसपी 50mg/325mg/15mg टैबलेट एक दर्द निवारक दवा है
It helps in relieving moderate pain and reducing fever,यह मध्यम दर्द और बुखार को कम करने में मदद करता है
" It is used in various conditions such as muscle ache, back pain, joint pain, menstrual cramps, and toothache"," इसका इस्तेमाल विभिन्न स्थितियों जैसे कि मांसपेशियों में दर्द, पीठ दर्द, जोड़ों में दर्द, मासिक धर्म में ऐंठन और दांत दर्द में किया जाता है"
$name 50mg/325mg/15mg Tablet should be taken with food,$name 50mg/325mg/15mg टैबलेट को भोजन के साथ लेना चाहिए
This will prevent you from getting an upset stomach,यह आपको पेट की गड़बड़ी से बचाएगा
The dose and duration will depend on what you are taking it for and how well it helps your symptoms,डोज़ और इलाज का समय इस बात पर निर्भर करते हैं कि आप इसे किस लिए ले रहे हैं और यह आपके लक्षणों में आपकी कितनी बेहतर तरह से मदद कर रही है
You should keep taking the medicine even if you feel better until the doctor says it is alright to stop using it,अगर आप बेहतर महसूस करने लगे हैं तब भी डॉक्टर की सलाह के बिना इसका सेवन बंद न करें और दवा लेते रहें
"Using this medicine may cause few common side effects such as nausea, vomiting, stomach pain, indigestion, and heartburn",इस दवा के इस्तेमाल के कुछ सामान्य साइड इफेक्ट हो सकते हैं
" If you experience any such side effects that do not go away or get worse, you should let your doctor know"," जैसे-मिचली आना , उल्टी, पेट में दर्द , अपच , और सीने में जलन "
Your doctor may be able to suggest ways of preventing or reducing the symptoms," अगर आपको ऐसे किसी भी साइड इफेक्ट का अनुभव होता है जो ठीक नहीं हो रहा है या और अधिक बिगड़ रहा है, तो आपको अपने डॉक्टर को बताना चाहिए"
" In general, you should try to use the smallest amount necessary to control your symptoms",आपका डॉक्टर लक्षणों की रोकथाम या इन्हें कम करने के तरीके बता सकता है
"Before using the medicine, you should tell your doctor if you have any other medical conditions or disorders"," सामान्य तौर पर, आपको अपने लक्षणों को नियंत्रित करने के लिए, आवश्यक कम मात्रा का उपयोग करने की कोशिश करनी चाहिए"
" It may also affect, or be affected by, some other medicines you are using so let your doctor know all the other medicines you are taking","दवा का उपयोग करने से पहले, अगर आपको कोई अन्य बीमारी या विकार है, तो आपको अपने डॉक्टर को बताना चाहिए"
It should be used with caution in patients who are alcoholic or have liver or kidney disease," इसके अलावा, यदि आप अन्य दवाएं ले रहे हैं तो वे इस दवा को प्रभावित कर सकती हैं या इससे प्रभावित हो सकती हैं, इसलिए अपने डॉक्टर को उन सभी दवाओं के बारे में बताएं जो आप ले रहे हैं"
Pregnant and breastfeeding women should consult their doctors first before using the medicine,लिवर और किडनी के मरीजों में तथा अत्यधिक शराब पीने वाले लोगों को इसका इस्तेमाल सावधानी के साथ किया जाना चाहिए
$name is a pain relieving medicine,$name एक दर्दनिवारक दवा है
" It is used to reduce pain and inflammation in conditions like rheumatoid arthritis, ankylosing spondylitis, and osteoarthritis"," इसका इस्तेमाल रूमेटॉइड आर्थराइटिस, एंकीलोजिंग स्पोंडिलाइटिस और ऑस्टियोआर्थराइटिस जैसी स्थितियों में दर्द और सूजन को कम करने के लिए किया जाता है"
" It may also be used to relieve fever, muscle pain, back pain, toothache, or pain in the ear and throat"," इसका इस्तेमाल बुखार, मांसपेशियों में दर्द, पीठ दर्द, दांत दर्द या कान और गले में दर्द से राहत देने के लिए भी किया जा सकता है"
$name should be taken with food,$name को भोजन के साथ लेना चाहिए
This will prevent you from getting an upset stomach,यह आपको पेट की गड़बड़ी से बचाएगा
You should take it regularly as advised by your doctor,आपको इसे नियमित रूप से अपने डॉक्टर द्वारा सलाह के अनुसार लेना चाहिए
Do not take more or use it for a longer duration than recommended by your doctor,डॉक्टर द्वारा बताए गए डोज़ से अधिक मात्रा में या अधिक समय के लिए इसका इस्तेमाल न करें
"Some of the common side effects of this medicine include nausea, vomiting, heartburn, diarrhea, loss of appetite, and indigestion","इस दवा के कुछ सामान्य साइड इफेक्ट में मिचली आना , उल्टी, सीने में जलन , डायरिया (दस्त), भूख में कमी, और अपच शामिल हैं"
" If any of these side effects bother you or do not go away with time, you should let your doctor know"," अगर इनमें से किसी भी साइड इफेक्ट से आप परेशान हैं या समय के साथ वह ठीक नहीं होते हैं, तो आपको अपने डॉक्टर को बताना चाहिए"
Your doctor may help you with ways to reduce or prevent the side effects,आपका डॉक्टर साइड इफेक्ट को कम करने के या उनकी रोकथाम के तरीकों से आपकी मदद कर सकता है
The medicine may not be suitable for everybody,हो सकता है यह दवा हर किसी के लिए उचित न हो
" Before taking it, let your doctor know if you have any problems with your heart, kidneys, liver, or have stomach ulcers"," इसे लेने से पहले, अगर आपको दिल, किडनी, लिवर से संबंधित कोई समस्या है या पेट के अल्सर हैं तो अपने डॉक्टर को इसके बारे में बताएं"
" To make sure it is safe for you, let your doctor know about all the other medicines you are taking"," यह सुनिश्चित करने के लिए कि यह आपके लिए सुरक्षित है, अपने डॉक्टर को अन्य सभी दवाओं के बारे में बताएं जो आप ले रहे हैं"
Pregnant and breastfeeding mothers should first consult their doctors before using this medicine,गर्भवती और स्तनपान कराने वाली माताओं को इस दवा का इस्तेमाल करने से पहले अपने डॉक्टरों से परामर्श करना चाहिए
$name is a combination of two medicines used in the treatment of stroke,"$name, स्ट्रोक के इलाज में इस्तेमाल की जाने वाली दो दवाओं का मिश्रण है"
It protects the nerve cells in the brain from damage and also helps to repair the damaged nerve cells,यह मस्तिष्क में तंत्रिका कोशिकाओं को नुकसान से बचाता है और क्षतिग्रस्त तंत्रिका कोशिकाओं की मरम्मत करने में भी मदद करता है
This medicine should be taken only when prescribed by a doctor,यह दवा केवल डॉक्टर द्वारा बताए जाने पर ही ली जानी चाहिए
"$name may be taken with or without food, preferably at the same time each day","$name को खाने के साथ या उसके बिना लिया जा सकता है, खासतौर से इसे प्रतिदिन एक ही समय पर लेने की सलाह दी जाती है"
Take it at the same time each day as this helps to maintain a consistent level of medicine in the body,इसे हर रोज एक ही समय पर लें क्योंकि यह शरीर में दवा का निरंतर स्तर बनाए रखने में मदद करता है
" Take this medicine in the dose and duration as advised by your doctor and if you have missed a dose, take it as soon as you remember it",इस दवा को अपने डॉक्टर द्वारा निर्धारित खुराक और अवधि में ही लें और अगर आप कोई खुराक लेना भूल गए हैं तो उसे जल्द ही ले लें
Do not skip any doses and finish the full course of treatment even if you feel better,बेहतर महसूस होने के बावजूद भी दवा की कोई खुराक ना छोड़ें और इलाज का कोर्स पूरा खत्म करें
It is important that this medication is not stopped suddenly without talking to your doctor as it may worsen your symptoms,यह आवश्यक है कि डॉक्टर से बात किए बिना इस दवा को अचानक बंद न किया जाए क्योंकि इससे आपके लक्षणों की अवस्था और भी खराब हो सकती है
"Some common side effects of this medicine include hyperactivity, stomach pain, nervousness, and decreased blood pressure","इस दवा के कुछ सामान्य साइड इफेक्ट में हाइपरएक्टिविटी , पेट में दर्द , घबराहट, और ब्लड प्रेशर घट जाना शामिल हैं"
" However, these are temporary and usually resolve on their own"," हालांकि, ये अस्थायी हैं और आमतौर पर अपने आप ही ठीक हो जाते हैं "
Please consult your doctor if these do not subside or bother you," अगर ये कम नहीं होते हैं या आपको परेशान करते हैं, तो कृपया अपने डॉक्टर से परामर्श लें"
Drink plenty of fluids to keep yourself hydrated while taking this medicine as this medicine may cause diarrhea,इस दवा को लेते समय खुद को हाइड्रेट रखने के लिए पर्याप्‍त मात्रा में फ्लूइड पीएं क्योंकि इस दवा से डायरिया (दस्त) हो सकता है
" This medicine may cause weight gain and to control it, you should have a balanced diet and exercise regularly"," इस दवा से वजन बढ़ सकता है और इसे नियंत्रित करने के लिए, आपको एक संतुलित डाइट लेनी चाहिए और नियमित रूप से व्यायाम करना चाहिए"
"$name is a combination medicine used in the treatment of allergic symptoms such as runny nose, stuffy nose, sneezing, itching, swelling, watery eyes and congestion or stuffiness","$name एक कॉम्बिनेशन दवा है जिसका इस्तेमाल एलर्जी के लक्षणों जैसे नाक बहना, बंद नाक, छींक आना, खुजली होना, सूजन आना, आंखों से पानी आना और सांस लेने में परेशानी आना या तकलीफ़ होना आदि के इलाज में किया जाता है"
